text,section,header,div,p,s,id,match_test,has_F,match_es,has_es
"With regard to hit rate, there was no main effect of emotion, F(1, 38) = 1.48, p = .231, η p 2 = .037 (see Fig. 2 and Table 1), but a significant effect of task, F(1.45, 55.13) = 27.59, p < .001, η p 2 = .421.",results,Manipulation check,11,2,2,0956797621996667,"F(1, 38) = 1.48",TRUE,η p 2 = .037; η p 2 = .421,TRUE
"There was no significant interaction between emotion and task, F(2, 76) = 0.81, p = .449, η p 2 = .021.",results,Manipulation check,11,2,5,0956797621996667,"F(2, 76) = 0.81",TRUE,η p 2 = .021,TRUE
"Regarding reaction time, main effects of emotion, F(1, 38) = 18.02, p < .001, η p 2 = .322 (see Fig. 2 and Table 1), and task, F(2, 76) = 127.86, p < .001, η p 2 = .771, were found.",results,Reaction time.,12,1,1,0956797621996667,"F(1, 38) = 18.02; F(2, 76) = 127.86",TRUE,η p 2 = .322; η p 2 = .771,TRUE
"Moreover, there was a significant interaction between emotion and task, F(2, 76) = 16.38, p < .001, η p 2 = .301.",results,Reaction time.,12,1,3,0956797621996667,"F(2, 76) = 16.38",TRUE,η p 2 = .301,TRUE
"With respect to the P1, there was no main effect of emotion, F(1, 39) = 0.16, p = .693, η p 2 = .004, but a main effect of task, F(2, 78) = 4.82, p = .011, η p 2 = .110.",results,ERP results,13,1,2,0956797621996667,"F(1, 39) = 0.16; F(2, 78) = 4.82",TRUE,η p 2 = .004; η p 2 = .110,TRUE
"Furthermore, the effect of channel-group laterality did not reach significance, F(1, 39) = 1.85, p = .182, η p 2 = .045.",results,ERP results,13,1,3,0956797621996667,"F(1, 39) = 1.85",TRUE,η p 2 = .045,TRUE
"There was no interaction between emotion and task, F(2, 78) = 1.18, p = .312, η p 2 = .029, and further interactions did not reach significance either (Fs < 3.79, ps > .059).",results,ERP results,13,1,5,0956797621996667,"F(2, 78) = 1.18",TRUE,η p 2 = .029,TRUE
"For the N170, there was a large main effect of emotion, F(1, 39) = 16.12, p < .001, η p 2 = .292 (see Fig. 3), but no main effect of task, F(2, 78) = 0.81, p = .448, η p 2 = .020.",results,ERP results,13,2,2,0956797621996667,"F(1, 39) = 16.12; F(2, 78) = 0.81",TRUE,η p 2 = .292; η p 2 = .020,TRUE
"Moreover, the main effect of channel-group laterality reached significance, F(1, 39) = 8.50, p = .006, η p 2 = .179.",results,ERP results,13,2,3,0956797621996667,"F(1, 39) = 8.50",TRUE,η p 2 = .179,TRUE
"There was no significant interaction between emotion and task, F(2, 78) = 0.24, p = .784, η p 2 = .006, nor did any further interactions reach significance (Fs < 0.54, ps > .584).",results,ERP results,13,2,5,0956797621996667,"F(2, 78) = 0.24",TRUE,η p 2 = .006,TRUE
"Concerning the EPN, there was no main effect of emotion, F(1, 39) = 2.60, p = .115, η p 2 = .063, but the main effect of task reached significance, F(2, 78) = 8.15, p = .001, η p 2 = .173.",results,ERP results,13,3,2,0956797621996667,"F(1, 39) = 2.60; F(2, 78) = 8.15",TRUE,η p 2 = .063; η p 2 = .173,TRUE
"We observed a significant interaction between emotion and task, F(2, 78) = 3.45, p = .037, η p 2 = .081 (see Fig.",results,ERP results,13,4,1,0956797621996667,"F(2, 78) = 3.45",TRUE,η p 2 = .081,TRUE
"Moreover, a significant interaction of task and channel-group laterality was found, F(2, 78) = 6.70, p = .002, η p 2 = .147.",results,ERP results,13,4,5,0956797621996667,"F(2, 78) = 6.70",TRUE,η p 2 = .147,TRUE
"Here, analyses showed that the task differences were stronger over the left electrode cluster, F(2, 78) = 10.50, p < .001, η p 2 = .212, than over the right cluster, F(2, 78) = 5.51, p = .006, η p 2 = .124.",results,ERP results,13,4,6,0956797621996667,"F(2, 78) = 10.50; F(2, 78) = 5.51",TRUE,η p 2 = .212; η p 2 = .124,TRUE
"Regarding the LPP, the main effects of emotion, F(1, 39) = 20.34, p < .001, η p 2 = .343 (see Fig. 5), and of task reached significance, F(1.70, 66.28) = 6.52, p = .004, η p 2 = .143.",results,ERP results,13,5,2,0956797621996667,"F(1, 39) = 20.34",TRUE,η p 2 = .343; η p 2 = .143,TRUE
"Importantly, we observed the predicted interaction between emotion and task, F(2, 78) = 6.29, p = .003, η p 2 = .139 (see Fig.",results,ERP results,13,5,5,0956797621996667,"F(2, 78) = 6.29",TRUE,η p 2 = .139,TRUE
"There was a significant three-way interaction, F(1, 32) = 24.52, p < .001, η 2 = .05.",results,Results,8,1,3,09567976221086513,"F(1, 32) = 24.52",TRUE,η 2 = .05,TRUE
"There was also a significant interaction between percept modality and phase, F(1, 32) = 16.38, p < .001, η 2 = .07.",results,Results,8,1,4,09567976221086513,"F(1, 32) = 16.38",TRUE,η 2 = .07,TRUE
"Finally, there was a significant main effect of CS type, F(1, 32) = 36.21, p < .001, η 2 = .14.",results,Results,8,1,5,09567976221086513,"F(1, 32) = 36.21",TRUE,η 2 = .14,TRUE
"There was a significant three-way interaction, F(1, 32) = 5.59, p = .024, η 2 = .004.",results,Skin conductance response.,10,1,2,09567976221086513,"F(1, 32) = 5.59",TRUE,η 2 = .004,TRUE
"There was also a significant interaction between percept modality and phase, F(1, 32) = 10.79, p = .002, η 2 = .02.",results,Skin conductance response.,10,1,3,09567976221086513,"F(1, 32) = 10.79",TRUE,η 2 = .02,TRUE
"The interaction between CS type and percept modality was also significant, F(1, 32) = 4.89, p = .03, η 2 = .002.",results,Skin conductance response.,10,1,4,09567976221086513,"F(1, 32) = 4.89",TRUE,η 2 = .002,TRUE
"Finally, there was a significant main effect of CS type, F(1, 32) = 9.10, p = .005, η 2 = .02.",results,Skin conductance response.,10,1,5,09567976221086513,"F(1, 32) = 9.10",TRUE,η 2 = .02,TRUE
"In the visual-acquisition phase, only the main effect of CS was found, F(1, 32) = 6.77, p = .014, η 2 = .01 (see Section 2.5.5 in the Supplemental Material).",results,Skin conductance response.,10,9,5,09567976221086513,"F(1, 32) = 6.77",TRUE,η 2 = .01,TRUE
"In the imagery-acquisition phase, the analysis revealed a significant interaction of CS type and percept modality, F(1, 32) = 6.40, p = .017, η 2 = .01.",results,Skin conductance response.,10,9,6,09567976221086513,"F(1, 32) = 6.40",TRUE,η 2 = .01,TRUE
"It also revealed a significant main effect of time, F(1, 32) = 7.26, p = .011, η 2 = .01; a main effect of CS type, F(1, 32) = 6.31, p = .017, η 2 = .03; and a main effect of percept modality, F(1, 32) = 10.00, p = .003, η 2 = .03 (see Section 2.5.6 in the Supplemental Material).",results,Skin conductance response.,10,9,7,09567976221086513,"F(1, 32) = 7.26; F(1, 32) = 6.31; F(1, 32) = 10.00",TRUE,η 2 = .01; η 2 = .03; η 2 = .03,TRUE
"The interaction between CS type and percept modality was significant, F(1, 26) = 17.91, p < .037, η 2 = .01.",results,Results,13,1,3,09567976221086513,"F(1, 26) = 17.91",TRUE,η 2 = .01,TRUE
"There was also a significant main effect of CS type, F(1, 26) = 34.19, p < .001, η 2 = .30.",results,Results,13,1,4,09567976221086513,"F(1, 26) = 34.19",TRUE,η 2 = .30,TRUE
"However, there was a significant main effect of CS type, F(1, 26) = 5.24, p = .03, η 2 = .01; irrespective of percept modality, SCR was greater to the CS+ (M = 0.35, SD = 0.27) than the CS-(M = 0.29, SD = 0.23), t(26) = 2.29, p = .03, d = 0.44.",results,Skin conductance response.,14,1,3,09567976221086513,"F(1, 26) = 5.24",TRUE,η 2 = .01,TRUE
"There was also a significant main effect of percept modality, F(1, 26) = 7.37, p = .01, η 2 = .02; irrespective of CS type, SCR was greater during imagine trials (M = 0.37, SD = 0.25) than view trials (M = 0.28, SD = 0.25), t(26) = 2.72, p = .01, d = 0.52 (Fig. 4, bottom left; see also Sections 3.3.1 and 3.3.2 in the Supplemental Material).",results,Skin conductance response.,14,1,4,09567976221086513,"F(1, 26) = 7.37",TRUE,η 2 = .02,TRUE
"It reported a significant main effect of time, F(1, 26) = 5.51, p = .027, η 2 = .01; a main effect of CS type, F(1, 26) = 6.28, p = .019, η 2 = .01; and a main effect of percept modality, F(1, 26) = 11.48, p = .002, η 2 = .02.",results,Skin conductance response.,14,3,3,09567976221086513,"F(1, 26) = 5.51; F(1, 26) = 6.28; F(1, 26) = 11.48",TRUE,η 2 = .01; η 2 = .01; η 2 = .02,TRUE
"The interaction between CS type and percept modality was significant, F(1, 25) = 5.89, p = .023, η 2 = .01.",results,Results,17,1,3,09567976221086513,"F(1, 25) = 5.89",TRUE,η 2 = .01,TRUE
"There was also a significant main effect of CS type, F(1, 25) = 16.72, p < .001, η 2 = .16.",results,Results,17,1,4,09567976221086513,"F(1, 25) = 16.72",TRUE,η 2 = .16,TRUE
"There was also a significant main effect of percept modality, F(1, 25) = 19.66, p < .001, η 2 = .07 (Fig. 4, top right; see also Sections 4.2.1 and 4.2.2 in the Supplemental Material).",results,Results,17,1,5,09567976221086513,"F(1, 25) = 19.66",TRUE,η 2 = .07,TRUE
"The interaction between CS type and percept modality was significant, F(1, 25) = 4.77, p = .039, η 2 = .01.",results,Skin conductance response.,18,1,2,09567976221086513,"F(1, 25) = 4.77",TRUE,η 2 = .01,TRUE
"There was also a significant main effect of CS type, F(1, 25) = 25.76, p < .001, η 2 = .12, and a significant main effect of percept modality, F(1, 25) = 33.52, p < .001, η 2 = .21 (Fig. 4, bottom right; see also Sections 4.3.1 and 4.3.2 in the Supplemental Material).",results,Skin conductance response.,18,1,3,09567976221086513,"F(1, 25) = 25.76; F(1, 25) = 33.52",TRUE,η 2 = .12; η 2 = .21,TRUE
"This revealed a significant interaction of CS type and percept modality, F(1, 32) = 4.77, p = .036, η 2 = .01; a significant main effect of time, F(1, 32) = 12.05, p = .002, η 2 = .05; a main effect of CS type, F(1, 32) = 25.76, p < .001, η 2 = .09; and a main effect of percept modality, F(1, 32) = 33.52, p < .001, η 2 = .17.",results,Skin conductance response.,18,4,3,09567976221086513,"F(1, 32) = 4.77; F(1, 32) = 12.05; F(1, 32) = 25.76; F(1, 32) = 33.52",TRUE,η 2 = .01; η 2 = .05; η 2 = .09; η 2 = .17,TRUE
"Our static-complexity model indicated that both stream and trial number independently predicted RT on visual search trials-stream: F(3, 6434 ) = 3.32, p = .02, coefficients (relative to the simplest TP = 1 stream), β TP=0.8 = 0.03, SE = 0.01, β TP=0.4 = 0.01, SE = 0.01, β rand = 0.02, SE = 0.01; trial number: F(1, 6435.3) = 229.26, p < .001, β = -0.05, SE = 0.01)-specifically, participants were faster toward the end of the study.",results,Results,7,2,1,09567976221114055,"F(3, 6434 ) = 3.32",TRUE,,FALSE
"As expected (Previc, 1990), target location also independently predicted RTs, F(3, 6434) = 70.98, p < .001, and coefficients (relative to leftside location: β top = -0.03, SE = 0.01, β right = 0.04, SE = 0.01, β bottom = 0.09, SE = 0.01); specifically, participants were fastest to respond on visual search trials in which the target appeared on the top of the screen.",results,Results,7,2,2,09567976221114055,"F(3, 6434) = 70.98",TRUE,,FALSE
"And, as expected, target location again also predicted RTs in this model, F(3, 6438) = 702.39, p < .001, coefficients (relative to left-side location): β top = -0.04, SE = 0.01, β right = 0.04, SE = 0.01, β bottom = 0.09, SE = 0.01.",results,Results,7,3,4,09567976221114055,"F(3, 6438) = 702.39",TRUE,,FALSE
"Here, we found a significant effect of sound on both RT and error, F(4, 72) = 6.67, p < .001, η 2 = .27.",results,Results,5,1,2,09567976221121348,"F(4, 72) = 6.67",TRUE,η 2 = .27,TRUE
"We next submitted continuous report responses to an ANOVA, which revealed a significant main effect of sound (sound A, sound B, or an unrelated sound), F(2, 36) = 10.05, p < .001, η 2 = .36.",results,Results,5,1,3,09567976221121348,"F(2, 36) = 10.05",TRUE,η 2 = .36,TRUE
"We submitted RT and report error to a MANOVA and found a main effect of sound, F(4, 156) = 8.508, p < .001, η 2 = .18.",results,Results,5,2,4,09567976221121348,"F(4, 156) = 8.508",TRUE,η 2 = .18,TRUE
"Next, we found that sounds had a reliable effect on report error, F(2, 78) = 11.23, p < .001, η 2 = .22, and that related sounds shifted responses away from the average error on unrelated trials and toward the visual features of anchor object A, t(39) = -2.58, p = .014, Cohen's d z = 0.41, 95% CI = [-0.20, 1.02], and object B, t(29) = 2.77, p = .01, Cohen's d z = 0.42, 95% CI = [-0.31, 1.16] (Fig.",results,Results,5,2,5,09567976221121348,"F(2, 78) = 11.23",TRUE,η 2 = .22,TRUE
"In Experiment 2a, we submitted RT and report error to a MANOVA and found no main effect of sound, F(4, 156) = 0.44, p = .78, η 2 = .01.",results,Results,8,1,1,09567976221121348,"F(4, 156) = 0.44",TRUE,η 2 = .01,TRUE
"Following up, we found that sounds had no significant impact on report error, F(2, 78) = 0.38, p = .69, η 2 = .009 (Fig. 3b), and as expected, RT on related (M = 1,911 ms) and unrelated trials (M = 1,906 ms) was not significantly different, t(39) = 0.29, p = .77, Cohen's d z = 0.04, 95% CI = [-0.379, 0.286], BF 01 = 5.63 (Fig. 3d).",results,Results,8,1,2,09567976221121348,"F(2, 78) = 0.38",TRUE,η 2 = .009,TRUE
"We submitted RT and report error to a MANOVA with both sound and sound-onset conditions and found main effects of sound, F(4, 336) = 9.19, p < .001, η p 2 = .10, and sound onset, F(2, 83) = 6.16, p = .003, η p 2 = .13, as well as a significant interaction, F(4, 336) = 4.76, p < .001, η p 2 = .05.",results,Results,8,3,2,09567976221121348,"F(4, 336) = 9.19; F(2, 83) = 6.16; F(4, 336) = 4.76",TRUE,η p 2 = .10; η p 2 = .13; η p 2 = .05,TRUE
"We next focused on report error and found a main effect of sound, F(2, 84) = 11.31, p < .001, η p 2 = .12; there was no main effect of sound onset (during or after visual discrimination), F(1, 84) = 0.16, p = .69, η p 2 = .001, and there was a significant interaction, F(2, 168) = 3.39, p = .036, η p 2 = .04.",results,Results,8,3,3,09567976221121348,"F(2, 84) = 11.31; F(1, 84) = 0.16; F(2, 168) = 3.39",TRUE,η p 2 = .12; η p 2 = .001; η p 2 = .04,TRUE
"We then examined RT and found significant main effects of sound, F(2, 168) = 7.34, p < .001, η p 2 = .8, and sound onset, F(1, 84) = 12.25, p = .001, η p 2 = .13, as well as a significant interaction, F(2, 168) = 6.12, p = .003, η p 2 = .07.",results,Results,8,5,1,09567976221121348,"F(2, 168) = 7.34; F(1, 84) = 12.25; F(2, 168) = 6.12",TRUE,η p 2 = .8; η p 2 = .13; η p 2 = .07,TRUE
"We submitted RT and report error to a MANOVA and found no main effect of sound, F(4, 156) = 2.18, p = .07, η 2 = .05.",results,Results,11,1,1,09567976221121348,"F(4, 156) = 2.18",TRUE,η 2 = .05,TRUE
"We found that sounds did not have a significant impact on report error, F(2, 78) = 2.08, p = .13, η 2 = .05 (Fig. 4b), and we did not find a significant RT benefit for related sounds (Ms = 2,008 vs. 2,037 ms), t(39) = 1.73, p = .09, Cohen's d z = 0.27, 95% CI = [-0.073, 0.619], BF 01 = 1.50 (Fig. 4c).",results,Results,11,1,2,09567976221121348,"F(2, 78) = 2.08",TRUE,η 2 = .05,TRUE
"Here, we found no main effect of experiment, F(1, 78) = 0.18, p = 0.67, η p 2 < .01), a main effect of sound, F(1, 78) = 24.04, p < .0001, η p 2 = .24, and a significant interaction, F(1, 78) = 4.21, p = .0435, η p 2 = .05.",results,Results,11,1,5,09567976221121348,"F(1, 78) = 0.18; F(1, 78) = 24.04; F(1, 78) = 4.21",TRUE,η p 2 < .01; η p 2 = .24; η p 2 = .05,TRUE
"As shown in Figure 2a, results revealed an influence of flashing rhythm in participants' judgments, F(2, 68) = 3.50, p = .036, η p 2 = .093, with Bayes factor (BF) analysis (BF 10 = 5.85) indicating moderate evidence in favor of the alternative hypothesis (Dienes, 2014;Quintana & Williams, 2018) [29.58, 32.60]), t(34) = -2.33, p = .026, Cohen's d = 0.39, rhythms (see Fig. 2a).",results,Results,6,1,3,09567976221131519,"F(2, 68) = 3.50",TRUE,η p 2 = .093,TRUE
"In line with results from Study 1, results showed a significant effect of rhythm, F(2, 56) = 8.57, p = .001, η p 2 = .23, with BF analysis (BF 10 = 81.982) also indicating very strong evidence in favor of the alternative hypothesis (Dienes, 2014;Quintana & Williams, 2018).",results,Results,9,1,2,09567976221131519,"F(2, 56) = 8.57",TRUE,η p 2 = .23,TRUE
"Contrary to Study 2, results showed no significant effect of rhythm, F(2, 54) = 0.93, p = .40, η p 2 = .033 (see Fig. 2c), with BF analysis (BF 10 = 0.21) indicating moderate (Quintana & Williams, 2018) or substantial (Dienes, 2014;Jeffreys, 1939Jeffreys, /1961) ) evidence in favor of the null hypothesis.",results,Results,12,1,2,09567976221131519,"F(2, 54) = 0.93",TRUE,η p 2 = .033,TRUE
