text,section,header,div,p,s,id,match_test,has_t,match_es,has_es
"In both experiments, we found a main effect of view-Experiment 2: F( 1 Importantly, in both experiments we also found a significant View × Aperture interaction (Fig. 3b Photographs with large apertures led to larger boundary extensions-Experiment 2: M = -0.21, SE = 0.3, 95% CI = [-0.27, -0.16]; t(34) = -7.75, p < .001, d = -1.31; Experiment 3: M = -0.20, SE = 0.3, 95% CI = [-0.26, -0.13]; t(31) = -6.17, p < .001, d = -1.09-than pictures with small apertures-Experiment 2: M = -0.12, SE = 0.02, 95% CI = [-0.17, -0.07]; t(34) = -4.83, p < .001, d = -0.82; Experiment 3: M = -0.13, SE = 0.03, 95% CI = [-0.20, -0.06]; t(31) = -3.74, p < .001, d = -0.66.",results,Results,10,2,1,09567976221140341,t(34) = -7.75; t(31) = -6.17; t(34) = -4.83; t(31) = -3.74,TRUE,d = -1.31; d = -1.09; d = -0.82; d = -0.66,TRUE
"Boundary extension was reliable for the large-aperture condition (M = -0.08, SE = 0.04, 95% CI = [-0.15, -0.01]), t(34) = -2.23, p = .03, d = -0.38, but was no longer observed for the small-aperture condition (M = -0.002, SE = 0.04, 95% CI = [-0.08, 0.07]), t(34) = -0.06, p = .96, d = -0.01, Bayes Factor favoring the null over the alternative hypothesis (BF 01 ) = 5.51.",results,Results,13,1,2,09567976221140341,t(34) = -2.23; t(34) = -0.06,TRUE,d = -0.38; d = -0.01,TRUE
"Although the means of the two liking ratings did not differ significantly, t(617) = 1.27, p = .20, d = 0.05, the baseline and postconversation liking measures were only moderately correlated (r = .48, p < .001).",results,"Descriptive statistics, reliabilities, and observer agreement",11,1,3,09567976221147258,t(617) = 1.27,TRUE,d = 0.05; r = .48,TRUE
"Results showed significant cross-level interactions between time and emotion condition for RSA (awe vs. joy: γ = -0.02, SE = 0.01, t = -2.73, p = .007; awe vs. control: γ = -0.03, SE = 0.01, t = -3.44, p < .001) and SCL (awe vs. joy: γ = -0.01, SE = 0.00, t = -2.84, p = .005; awe vs. control: γ = -0.01, SE = 0.00, t = -3.07, p = .002).",results,Results,11,4,7,09567976221150616,t = -2.73; t = -3.44; t = -2.84; t = -3.07,TRUE,,FALSE
"For both RSA and SCL, a linear trend best captured the interaction when we compared the awe and joy conditions (RSA: γ = -3.06, SE = 1.11, t = -2.77, p = .006; SCL: γ = -1.80, SE = 0.69, t = -2.60, p = .009) and when we compared the awe and control conditions (RSA: γ = -3.91, SE = 1.12, t = -3.49, p < .001; SCL: γ = -2.26, SE = 0.70, t = -3.22, p < .001).",results,Results,11,5,2,09567976221150616,t = -2.77; t = -2.60; t = -3.49; t = -3.22,TRUE,,FALSE
"These differences were significant when we compared the awe and joy conditions, b = -0.16, SE = 0.06, t(348) = -2.82, p = .005, η p 2 = .02, and the awe and control conditions, b = -0.17, SE = 0.06, t(348) = -2.92, p = .004, η p 2 = .02.",results,Results,11,7,3,09567976221150616,t(348) = -2.82; t(348) = -2.92,TRUE,b = -0.16; η p 2 = .02; b = -0.17; η p 2 = .02,TRUE
"The decline was greater in the control than awe condition, b = -0.70, SE = 0.26, t(348) = -2.71, p = .007, η p 2 = .02.",results,Results,11,7,6,09567976221150616,t(348) = -2.71,TRUE,b = -0.70; η p 2 = .02,TRUE
"The decline in the joy condition did not differ from that in the awe condition, b = -0.30, SE = 0.26, t(348) = -1.18, p = .240, η p 2 < .01 (see Table S15 in the Supplemental Material for descriptive statistics).",results,Results,11,7,7,09567976221150616,t(348) = -1.18,TRUE,b = -0.30; η p 2 < .01,TRUE
") = -2.78, p = .007, Cohen's d = -0.38, 95% confidence interval (CI) = [-0.65, -0.10]; participants who watched Fantasia experienced greater feelings of joy (M = 2.81, SD = 1.36) than of awe (M = 1.89, SD = 1.09), t(52) = -6.28, p < .001, Cohen's d = 0.86, 95% CI = [0.54, 1.18]; and participants who watched the Wall Painting clip did not significantly differ in their experiences of awe (M = 1.78, SD = 1.19) and of joy (M = 1.88, SD = 0.93), t(50) = 0.63, p = .534.",fig,,0,,1,09567976221150616,t(52) = -6.28; t(50) = 0.63,TRUE,Cohen's d = -0.38; Cohen's d = 0.86,TRUE
"Participants who watched Fantasia did not significantly differ in their experiences of joy (M = 2.02, SD = 1.14) and awe (M = 1.95, SD = 1.16), t(113) = 0.82, p = .412, Cohen's d = 0.08, 95% CI = [-0.11, 0.26].",fig,,3,,2,09567976221150616,t(113) = 0.82,TRUE,Cohen's d = 0.08,TRUE
"And participants who watched the Coffee Making video experienced greater feelings of joy (M = 2.45, SD = 1.02) than of awe (M = 2.02, SD = 1.06), t(118) = 4.82, p < .001, Cohen's d = 0.44, 95% CI = [0.25, 0.63].",fig,,3,,3,09567976221150616,t(118) = 4.82,TRUE,Cohen's d = 0.44,TRUE
"The dyslexia (M = .87, SD = .05) and control (M = .88, SD = .04) groups did not significantly differ in their ability to discriminate sounds before category training, t(53) = 0.90, p = .37, d = 0.24.",results,AX discrimination,14,1,1,09567976231151581,t(53) = 0.90,TRUE,d = 0.24,TRUE
"There were no significant group differences in Block 1 performance for rule-based tasks, t(54) = 0.907, p = .368, d = 0.24, or information-integration tasks, t(54) = 0.72, p = .47, d = 0.19.",results,Category training,15,1,3,09567976231151581,t(54) = 0.907; t(54) = 0.72,TRUE,d = 0.24; d = 0.19,TRUE
"In both the information-integration and rule-based tasks, we found no significant differences between dyslexia and control groups-information integration: t(3.78) = 1.28, p = .27, d = 0.78, 95% CI = [-12.0, 31.6]; rule based: t(35) = 1.54, p = .13, d = 0.51, 95% CI = [-2.78, 20.3]-when participants used the task-appropriate strategy.",results,Category,17,1,6,09567976231151581,t(3.78) = 1.28; t(35) = 1.54,TRUE,d = 0.78; d = 0.51,TRUE
"The dyslexia group was less able to generalize category learning to novel exemplars in the informationintegration task, t(54) = 4.24, p = .00009, d = 1.27.",results,Generalization,18,1,4,09567976231151581,t(54) = 4.24,TRUE,d = 1.27,TRUE
"There was no significant group difference in rule-based generalization, t(54) = 1.01, p = .31, d = 0.31, reflecting the same pattern as training performance.",results,Generalization,18,1,5,09567976231151581,t(54) = 1.01,TRUE,d = 0.31,TRUE
"Among participants using the optimal strategy during generalization (Fig. 4d), control participants performed significantly better than dyslexia participants in the information-integration task, t(14.9) = 3.21, p = .0059, d = 1.36, 95% CI = [3.69, 18.3], but not the rule-based task, t(30.5) = 1.38, p = .18, d = 0.48, 95% CI = [-3.13, 16.3].",results,Generalization,18,2,3,09567976231151581,t(14.9) = 3.21; t(30.5) = 1.38,TRUE,d = 1.36; d = 0.48,TRUE
"As visualized in Figure 2b, a repeated measures ANOVA with the withinsubjects factors object (biased, neutral) and target location (high probability, low probability) yielded a reliable interaction, F(1, 79) = 5.90, p = .017, η p 2 = .069, again reflecting a difference between high-and low-probability target locations in the biased objects, t(79) = 2.5, p = .016, d = 0.28, but critically not in the neutral objects, t(79) = 0.8, p = 0.43, d = 0.088, BF 01 = 6.0.",results,Results,5,2,3,09567976231154804,t(79) = 2.5; t(79) = 0.8,TRUE,η p 2 = .069; d = 0.28; d = 0.088,TRUE
"In line with the main analysis, results showed no evidence that the part of the object that was prioritized in the first half of the experiment (e.g., bottom of shoe) continued to be prioritized when the object switched (e.g., bottom of hammer), not even in the first block, t(40) = 0.48, p = .64, d = 0.075.",results,Results,5,2,7,09567976231154804,t(40) = 0.48,TRUE,d = 0.075,TRUE
"Critically, the difference between high-and low-probability locations remained reliable when we excluded all trials in which the target appeared at the same retinotopic locations as in the preceding trial (12.2%), t(159) = 2.35, p = .02, d = 0.19.",results,Experiments 1a and 1b: intertrial repetition effects.,6,1,5,09567976231154804,t(159) = 2.35,TRUE,d = 0.19,TRUE
"Excluding these participants did not change the overall effect, t(133) = 2.58, p = .011, d = 0.22.",results,Experiments 1a and 1b: awareness of the highprobability target location. Numerous studies have,7,1,5,09567976231154804,t(133) = 2.58,TRUE,d = 0.22,TRUE
"Also, planned pairwise comparisons yielded a reliable difference between the high-and low-probability locations in the biased blocks, t(79) = 3.35 p = .001, d = 0.37, but not in the neutral blocks, t(79) = 1.04, p = .30, d = 0.12.",results,Results,10,2,2,09567976231154804,t(79) = 3.35; t(79) = 1.04,TRUE,d = 0.37; d = 0.12,TRUE
"Indeed, a pairwise comparison between the high-and low-probability object locations in the neutral blocks limited to those participants in which learning took place in the biased blocks (i.e., RT biased high < RT biased low) showed reliably faster RTs at the highthan the low-probability location, t(48) = 3.38, p = .001, d = 0.48.",results,Results,10,2,7,09567976231154804,t(48) = 3.38,TRUE,d = 0.48,TRUE
"Indeed, the observed speedup at high-probability object locations in the biased blocks, although only marginal, remained reliable when these aware participants were excluded, t(59) = 1.99, p = .051, d = 0.26.",results,Results,10,4,2,09567976231154804,t(59) = 1.99,TRUE,d = 0.26,TRUE
"Participants reported feeling lonelier, β = 13.01, SE = 3.42, t(29) = 3.8, p < .001, and having a higher desire for social contact, β = 14.19, SE = 3.8, t(29) = 3.74, p < .001, in the social isolation condition compared with baseline and feeling hungrier, β = 33.37, SE = 2.61, t(417) = 12.77, p < .001, and having higher desire for food, β = 34.78, SE = 2.69, t(417) = 12.91, p < .001, in the food deprivation condition compared with baseline.",results,Results,6,1,2,09567976231156413,t(29) = 3.8; t(29) = 3.74; t(417) = 12.77; t(417) = 12.91,TRUE,,FALSE
"Interactions between condition and time showed that desire for social contact, β = 2.29, SE = 0.61, t(328) = 3.75, p < .001, and loneliness, β = 1.72, SE = 0.54, t(357) = 3.19, p = .002, increased with the number of hours in social isolation, and hunger, β = 9.43, SE = 0.76, t(415) = 12.49, p < .001, and desire for food, β = 8.94, SE = 0.69, t(328) = 13.06, p < .001, increased with the number of hours of food deprivation more steeply than in the baseline condition (see Fig.",results,Results,6,1,5,09567976231156413,t(328) = 3.75; t(357) = 3.19; t(415) = 12.49; t(328) = 13.06,TRUE,,FALSE
"Although loneliness and desire for social contact increased more steeply during isolation, simple-slopes analysis revealed that the increase in loneliness and desire for social contact was significant both during the isolation session-desire for social contact: β = 3.73, SE = 0.52, t(92) = 7.15, p < .001; loneliness: β = 2.96, SE = 0.38, t(357) = 7.75, p < .001-and during the baseline session-desire for social contact: β = 1.45, SE = 0.52, t(92) = 2.77, p = .007; loneliness: β = 1.24, SE = 0.38, t(357) = 3.26, p = .001.",results,Results,6,1,7,09567976231156413,t(92) = 7.15; t(357) = 7.75; t(92) = 2.77; t(357) = 3.26,TRUE,,FALSE
"On the other hand, hunger and desire for food increased only during the food deprivation session-desire for food: β = 9.78, SE = 0.58, t(95.47) = 16.91, p < .001, hunger: β = 9.4, SE = 0.53, t(415) = 17.61, p < .001-and not during the baseline session (p > .15).",results,Results,6,1,8,09567976231156413,t(95.47) = 16.91; t(415) = 17.61,TRUE,,FALSE
"Participants reported a higher desire to avoid the current situation while they were isolated, β = 9.39, SE = 3.32, t(29) = 2.83, p = .008, and hungry, β = 10.58, SE = 2.92, t(29) = 3.61, p = .001, compared with baseline (see Fig. 3a).",results,Results,6,1,10,09567976231156413,t(29) = 2.83; t(29) = 3.61,TRUE,,FALSE
"Furthermore, they reported lower energetic arousal, β = -1.73, SE = 0.42, t(29) = -4.11, p < .001, and higher general fatigue, β = 0.37, SE = 0.12, t(29) = 3.11, p = .004, during social isolation, as well as during food deprivationenergetic arousal: β = -1.27, SE = 0.4, t(29) = -3.21, p = .003; general fatigue: β = 0.43, SE = 0.12, t(29) = 3.67, p < .001 (see Figs. 3b and 3c).",results,Results,6,1,12,09567976231156413,t(29) = -4.11; t(29) = 3.11; t(29) = -3.21; t(29) = 3.67,TRUE,,FALSE
"Participants also reported reduced motivation and reduced activity both during isolation-reduced motivation: β = 0.27, SE = 0.13, t(29) = 2.08, p = .046; reduced activity: β = 0.39, SE = 0.14, t(29) = 2.71, p = .011-and during food deprivationreduced motivation: β = 0.44, SE = 0.12, t( 29 reduced activity: β = 0.35, SE = 0.13, t(29) = 2.6, p = .015.",results,Results,6,1,14,09567976231156413,t(29) = 2.08; t(29) = 2.71; t(29) = 2.6,TRUE,,FALSE
"Finally, some mood changes occurred during food deprivation but not social isolation, including lower mood valence, β = -1.4, SE = 0.4, t(29) = -3.67, p < .001; calmness, β = -0.85, SE = 0.41, t(29) = -2.06, p = .049; and feelings of control, β = -6.62, SE = 2.57, t(29) = -2.58, p = .015, as well as higher mental fatigue, β = 0.28, SE = 0.1, t(29) = 2.69, p = .012.",results,Results,6,1,17,09567976231156413,t(29) = -3.67; t(29) = -2.06; t(29) = -2.58; t(29) = 2.69,TRUE,,FALSE
"In addition, interactions between food deprivation and time showed that the desire to avoid the current situation, β = 1.8, SE = 0.47, t(688) = 3.83, p < .001, and general fatigue, β = 0.08, SE = 0.03, t(35.51) = 2.52, p = .017, increased and feelings of control, β = -1.33, SE = 0.65, t(29) = -2.06, p = .049; mood valence, β = -0.23, SE = 0.07, t(328) = -3.16, p = .002; and calmness, β = -0.17, SE = 0.07, t(328) = -2.03, p = .043, decreased with the number of hours spent in food deprivation relative to baseline.",results,Results,6,1,18,09567976231156413,t(688) = 3.83; t(35.51) = 2.52; t(29) = -2.06; t(328) = -3.16; t(328) = -2.03,TRUE,,FALSE
"HR was lower in the food deprivation than in the baseline condition, β = -2.64, SE = 0.65, t(26) = -4.04, p < .001, whereas it was not modulated by the social isolation condition (p = 1).",results,Results,6,3,2,09567976231156413,t(26) = -4.04,TRUE,,FALSE
"Furthermore, HR decreased more steeply during the day in the food deprivation condition compared with baseline, β = -0.56, SE = 0.15, t(26) = -3.66, p = .001.",results,Results,6,3,3,09567976231156413,t(26) = -3.66,TRUE,,FALSE
"Momentary sAA decreased during the day spent in food deprivation more steeply than in the baseline session, β = -0.02, SE = 0.01, t(665) = -3.66, p < .001, but this was not the case in social isolation (p = 1).",results,Results,6,3,4,09567976231156413,t(665) = -3.66,TRUE,,FALSE
"Simple-slopes analysis showed that sAA decreased during the day only in the food deprivation session, β = -0.02, SE = 0.01, t(109) = -3.01, p = .003, and not in the baseline session (p = .14).",results,Results,6,3,5,09567976231156413,t(109) = -3.01,TRUE,,FALSE
"In line with our preregistered hypotheses, results showed that participants were lonelier, β = 3.64, SE = 1.31, t(87.24) = 2.77, p = .007 (see Fig. 5a), and showed a trend toward lower mood valence, β = -2.17, SE = 1.18, t(79.38) = -1.85, p = .068, on social isolation days compared with baseline.",results,Results,9,1,2,09567976231156413,t(87.24) = 2.77; t(79.38) = -1.85,TRUE,,FALSE
"Contrary to our hypothesis, results showed that participants desired less social contact, β = -3.22, SE = 1.47, t(74.79) = -2.20, p = .031, on social isolation days compared with baseline (see Fig. 5b).",results,Results,9,1,3,09567976231156413,t(74.79) = -2.20,TRUE,,FALSE
"There was a significant interaction between sociability and type of day for momentary desire for social contact, β = -2.06, SE = 0.95, t(66.65) = -2.17, p = .034 (see Fig. 6a).",results,Results,9,2,2,09567976231156413,t(66.65) = -2.17,TRUE,,FALSE
"Participants scoring higher on trait sociability (+1 SD) had significantly lower desire for social contact on social isolation days compared with baseline days, β = -6.52, SE = 2.12, t(66.65) = -3.07, p = .003, but this was not the case for those scoring lower (-1 SD) on sociability, β = -0.18, SE = 2.08, t(66.65) = -0.09, p = .929.",results,Results,9,2,3,09567976231156413,t(66.65) = -3.07; t(66.65) = -0.09,TRUE,,FALSE
"There was a trend toward a significant interaction between living condition and type of day for momentary loneliness, β = -5.52, SE = 2.82, t(80.69) = -1.96, p = .054.",results,Results,9,2,4,09567976231156413,t(80.69) = -1.96,TRUE,,FALSE
"People living alone showed significantly higher loneliness on social isolation days compared with baseline days, β = 6.94, SE = 2.32, t(80.69) = 2.99, p = .004, but this was not the case for those living with others, β = 1.42, SE = 1.61, t(80.69) = 0.88, p = .380.",results,Results,9,2,5,09567976231156413,t(80.69) = 2.99; t(80.69) = 0.88,TRUE,,FALSE
